Time,Scenario,Computation Time (sec),Timestep Index,Optimized Charging Request IDs,TOU Electricity Tariff ($/kW),TOU Demand Charge ($/kW),Grid Power (kW),Facility Load (kW),PV Output (kW),ESS Charge Power (kW),ESS Disharge Power (kW),ESS Energy Level (kWh),Total Cost ($),Grid Import Cost ($),Penalty for Unsatisfied EV ($),Demand Charge Cost ($),EV 1 Energy Required this Horizon,EV 1 Parking State,"EV 1 Connected Charger ID, 0 = None",EV 1 Power Delivered,EV 1 Power Unsatisfied,EV 2 Energy Required this Horizon,EV 2 Parking State,"EV 2 Connected Charger ID, 0 = None",EV 2 Power Delivered,EV 2 Power Unsatisfied,EV 3 Energy Required this Horizon,EV 3 Parking State,"EV 3 Connected Charger ID, 0 = None",EV 3 Power Delivered,EV 3 Power Unsatisfied,EV 4 Energy Required this Horizon,EV 4 Parking State,"EV 4 Connected Charger ID, 0 = None",EV 4 Power Delivered,EV 4 Power Unsatisfied,EV 5 Energy Required this Horizon,EV 5 Parking State,"EV 5 Connected Charger ID, 0 = None",EV 5 Power Delivered,EV 5 Power Unsatisfied,EV 6 Energy Required this Horizon,EV 6 Parking State,"EV 6 Connected Charger ID, 0 = None",EV 6 Power Delivered,EV 6 Power Unsatisfied,EV 7 Energy Required this Horizon,EV 7 Parking State,"EV 7 Connected Charger ID, 0 = None",EV 7 Power Delivered,EV 7 Power Unsatisfied,EV 8 Energy Required this Horizon,EV 8 Parking State,"EV 8 Connected Charger ID, 0 = None",EV 8 Power Delivered,EV 8 Power Unsatisfied,EV 9 Energy Required this Horizon,EV 9 Parking State,"EV 9 Connected Charger ID, 0 = None",EV 9 Power Delivered,EV 9 Power Unsatisfied,EV 10 Energy Required this Horizon,EV 10 Parking State,"EV 10 Connected Charger ID, 0 = None",EV 10 Power Delivered,EV 10 Power Unsatisfied,EV 11 Energy Required this Horizon,EV 11 Parking State,"EV 11 Connected Charger ID, 0 = None",EV 11 Power Delivered,EV 11 Power Unsatisfied,EV 12 Energy Required this Horizon,EV 12 Parking State,"EV 12 Connected Charger ID, 0 = None",EV 12 Power Delivered,EV 12 Power Unsatisfied,EV 13 Energy Required this Horizon,EV 13 Parking State,"EV 13 Connected Charger ID, 0 = None",EV 13 Power Delivered,EV 13 Power Unsatisfied,EV 14 Energy Required this Horizon,EV 14 Parking State,"EV 14 Connected Charger ID, 0 = None",EV 14 Power Delivered,EV 14 Power Unsatisfied,EV 15 Energy Required this Horizon,EV 15 Parking State,"EV 15 Connected Charger ID, 0 = None",EV 15 Power Delivered,EV 15 Power Unsatisfied,EV 16 Energy Required this Horizon,EV 16 Parking State,"EV 16 Connected Charger ID, 0 = None",EV 16 Power Delivered,EV 16 Power Unsatisfied,Charger 1 Connection State,Charger 2 Connection State,Charger 3 Connection State
2019-01-01 19:35:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,31,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,9.74375821,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:40:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,8.282578493,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:45:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,33,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,8.282578493,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:50:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,34,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,6.821398776,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:55:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,35,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,6.821398776,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:00:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,36,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,6.821398776,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:05:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,37,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:10:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,38,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:15:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:20:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,40,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:25:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,41,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:30:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:35:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,43,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:40:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,44,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:45:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,45,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:50:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,46,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 20:55:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,47,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 21:00:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,48,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 21:05:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,15.78091499,5.360219058,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.74039E-06,1.36308E-10,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.70197E-07,1
2019-01-01 21:10:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,50,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,3.899023226,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.73373E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.66864E-07,1
2019-01-01 21:15:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,51,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,3.899023226,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72706E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.63531E-07,1
2019-01-01 21:20:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,52,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,15.78074095,3.899023226,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72378E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.61889E-07,1
2019-01-01 21:25:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,53,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,2.437843508,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72711E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.63556E-07,1
2019-01-01 21:30:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,54,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,2.437843508,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72378E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.61889E-07,1
2019-01-01 21:35:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,55,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,15.78074095,2.437843508,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72378E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.61889E-07,1
2019-01-01 21:40:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,56,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,0.976663791,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72711E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.63556E-07,1
2019-01-01 21:45:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,57,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,0.976663791,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72378E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.61889E-07,1
2019-01-01 21:50:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,58,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,10.54796894,0.976663791,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.72711E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,175.2905052,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.63556E-07,1
2019-01-01 21:55:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,59,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,5.17,204.2192591,20,0,0,0,0,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.7269E-06,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,8.63452E-07,1
2019-01-01 22:00:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,60,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,619.9999083,20,0,0,0,0,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.999999083,179.999835,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,0.999999542,1
2019-01-01 22:05:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,61,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,620,20,0,0,0,0,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,2,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,1,1
2019-01-01 22:10:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,62,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,639.9999083,20,0,20,0,0,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.999999095,179.9998361,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,0.999999548,1
2019-01-01 22:15:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,63,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,640,20,0,20,0,1.5,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.999999088,179.9998355,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,9.16642E-07,3.78115E-11,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,1.000000002,1
2019-01-01 22:20:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,64,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,620,20,0,0,0,3,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1.999999088,179.9998355,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,9.16642E-07,3.78115E-11,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,1.000000002,1
2019-01-01 22:25:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,65,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,514.9333333,20,0,0,0,3,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,2,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1,85.44,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,1,1
2019-01-01 22:30:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,66,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,640,20,0,20,0,3,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,2,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,1,1
2019-01-01 22:35:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,67,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.092,0,640,20,0,20,0,4.5,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,2,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,1,180,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,1,1,1
